año;canton;provincia;tipoEmpresa;ventasTotales
2019;Guayaquil;Guayas;Microempresa;255312
2019;Tulcán;Carchi;Pequeña empresa;319237
2019;Orellana;Orellana;"Mediana empresa ""A""";1015852
2019;San Cristóbal;Galápagos;"Mediana empresa ""A""";1948465
2019;Santa Cruz;Galápagos;"Mediana empresa ""A""";1228469
2019;Isabela;Galápagos;"Mediana empresa ""B""";2804327
2019;El Guabo;El Oro;Pequeña empresa;323305
2019;Huaquillas;El Oro;Pequeña empresa;266274
2019;Ibarra;Imbabura;Microempresa;62510
2019;Ibarra;Imbabura;Microempresa;10
2019;Ibarra;Imbabura;Microempresa;31899
2019;Otavalo;Imbabura;Microempresa;23486
2019;Otavalo;Imbabura;Microempresa;1218
2019;Otavalo;Imbabura;Microempresa;100
2019;La Concordia;Santo Domingo de los Tsáchilas;Microempresa;52465
2019;Santo Domingo;Santo Domingo de los Tsáchilas;Microempresa;6582
2019;Santo Domingo;Santo Domingo de los Tsáchilas;Microempresa;48708
2019;Catamayo;Loja;Microempresa;68
2019;Loja;Loja;Microempresa;32200
2019;Loja;Loja;Microempresa;49851
2019;Macará;Loja;Microempresa;10592
2019;Ibarra;Imbabura;Microempresa;39159
2019;Santo Domingo;Santo Domingo de los Tsáchilas;Microempresa;21249
2019;Coronel Marcelino Maridueña;Guayas;Microempresa;38098
2019;Lomas de Sargentillo;Guayas;Microempresa;43553
2019;Catamayo;Loja;Microempresa;52482
2019;Macará;Loja;Microempresa;51477
2019;Antonio Ante;Imbabura;Pequeña empresa;118566
2019;Ibarra;Imbabura;Pequeña empresa;124097
2019;Otavalo;Imbabura;Pequeña empresa;254962
2019;Cotacachi;Imbabura;Pequeña empresa;128124
2019;Ibarra;Imbabura;Pequeña empresa;119914
2019;Ibarra;Imbabura;Pequeña empresa;160634
2019;Santo Domingo;Santo Domingo de los Tsáchilas;Pequeña empresa;176259
2019;Loja;Loja;Pequeña empresa;105264
2019;Loja;Loja;Pequeña empresa;110744
2019;Santo Domingo;Santo Domingo de los Tsáchilas;"Mediana empresa ""A""";1314709
2019;Santo Domingo;Santo Domingo de los Tsáchilas;Microempresa;78
2019;Santo Domingo;Santo Domingo de los Tsáchilas;Microempresa;100
2019;Ibarra;Imbabura;Microempresa;4500
2019;Otavalo;Imbabura;Microempresa;88314
2019;Otavalo;Imbabura;Microempresa;594
2019;Santo Domingo;Santo Domingo de los Tsáchilas;Microempresa;114944
2019;Catamayo;Loja;Microempresa;88961
2019;Loja;Loja;Microempresa;150857
2019;Loja;Loja;Microempresa;40458
2019;Loja;Loja;Microempresa;90199
2019;Cayambe;Pichincha;Microempresa;34388
2019;Pedro Moncayo;Pichincha;Microempresa;12
2019;Rumiñahui;Pichincha;Microempresa;1
2019;San Miguel de los Bancos;Pichincha;Microempresa;3
2019;San Miguel de los Bancos;Pichincha;Microempresa;69591
2019;Urdaneta;Los Ríos;Microempresa;30656
2019;Huaquillas;El Oro;Microempresa;1270
2019;Machala;El Oro;Microempresa;84957
2019;Machala;El Oro;Microempresa;15131
2019;Quito;Pichincha;Microempresa;3183
2019;Quito;Pichincha;Microempresa;112522
2019;Quito;Pichincha;Microempresa;159164
2019;Quito;Pichincha;Microempresa;125193
2019;Gonzalo Pizarro;Sucumbíos;Microempresa;35839
2019;Lago Agrio;Sucumbíos;Microempresa;27636
2019;Shushufindi;Sucumbíos;Microempresa;24122
2019;Ambato;Tungurahua;Microempresa;20372
2019;Ambato;Tungurahua;Microempresa;10946
2019;Huaquillas;El Oro;Microempresa;1000
2019;Zaruma;El Oro;Microempresa;32209
2019;Chinchipe;Zamora Chinchipe;Microempresa;68791
2019;Quito;Pichincha;Microempresa;45556
2019;Quito;Pichincha;Microempresa;61524
2019;Quito;Pichincha;Microempresa;28839
2019;Orellana;Orellana;Pequeña empresa;245288
2019;Machala;El Oro;Pequeña empresa;117554
2019;Santa Cruz;Galápagos;Grande empresa;6301902
2019;Arenillas;El Oro;Grande empresa;6480044
2019;Machala;El Oro;"Mediana empresa ""B""";3876848
2019;Quito;Pichincha;Pequeña empresa;1340901
2019;Quito;Pichincha;Grande empresa;7966053
2019;Orellana;Orellana;"Mediana empresa ""A""";2152885
2019;Rumiñahui;Pichincha;"Mediana empresa ""A""";1376134
2019;Isabela;Galápagos;"Mediana empresa ""A""";2972946
2019;San Cristóbal;Galápagos;"Mediana empresa ""A""";1445755
2019;Santa Cruz;Galápagos;"Mediana empresa ""A""";5689437
2019;Quito;Pichincha;"Mediana empresa ""A""";16584957
2019;Quito;Pichincha;"Mediana empresa ""A""";42496256
2019;Quito;Pichincha;"Mediana empresa ""A""";4005662
2019;Quito;Pichincha;"Mediana empresa ""A""";1923323
2019;La Joya de los Sachas;Orellana;"Mediana empresa ""A""";1753522
2019;Orellana;Orellana;"Mediana empresa ""B""";2291775
2019;Riobamba;Chimborazo;"Mediana empresa ""B""";2584649
2019;Orellana;Orellana;"Mediana empresa ""B""";4800831
2019;Isabela;Galápagos;Microempresa;220
2019;Santa Cruz;Galápagos;Microempresa;32338
2019;Machala;El Oro;Microempresa;15
2019;Machala;El Oro;Microempresa;19065
2019;Yantzaza (Yanzatza);Zamora Chinchipe;Microempresa;1907
2019;Santa Cruz;Galápagos;Microempresa;36373
2019;Nangaritza;Zamora Chinchipe;Microempresa;6300
2019;Tulcán;Carchi;Microempresa;3370
2019;Tulcán;Carchi;Microempresa;27428
2019;La Joya de los Sachas;Orellana;Microempresa;29919
2019;Orellana;Orellana;Microempresa;17546
2019;Orellana;Orellana;Microempresa;1000
2019;Orellana;Orellana;Microempresa;3636
2019;Cayambe;Pichincha;Microempresa;168967
2019;Pedro Moncayo;Pichincha;Microempresa;17360
2019;Pedro Vicente Maldonado;Pichincha;Microempresa;57683
2019;Rumiñahui;Pichincha;Microempresa;71435
2019;San Miguel de los Bancos;Pichincha;Microempresa;23662
2019;Latacunga;Cotopaxi;Microempresa;66571
2019;Quevedo;Los Ríos;Microempresa;110380
2019;Loja;Loja;Microempresa;5672
2019;Antonio Ante;Imbabura;Microempresa;37209
2019;Ibarra;Imbabura;Microempresa;98208
2019;Ibarra;Imbabura;Microempresa;58950
2019;Ibarra;Imbabura;Microempresa;113469
2019;Otavalo;Imbabura;Microempresa;64669
2019;Otavalo;Imbabura;Microempresa;15253
2019;Ibarra;Imbabura;Microempresa;32143
2019;Otavalo;Imbabura;Microempresa;100
2019;Orellana;Orellana;Microempresa;2209
2019;Aguarico;Orellana;Microempresa;73581
2019;Cuenca;Azuay;Microempresa;25431
2019;Cuenca;Azuay;Microempresa;34850
2019;Cuenca;Azuay;Microempresa;40
2019;Aguarico;Orellana;Microempresa;16721
2019;Loreto;Orellana;Microempresa;18697
2019;Aguarico;Orellana;Microempresa;690
2019;Loreto;Orellana;Microempresa;4639
2019;Nabón;Azuay;Microempresa;4659
2019;Cuenca;Azuay;Microempresa;13422
2019;Cuenca;Azuay;Microempresa;575
2019;La Joya de los Sachas;Orellana;Microempresa;9417
2019;El Triunfo;Guayas;Microempresa;50000
2019;El Triunfo;Guayas;Microempresa;1297
2019;Milagro;Guayas;Microempresa;38508
2019;Naranjal;Guayas;Microempresa;42931
2019;Pedro Carbo;Guayas;Microempresa;465
2019;Simón Bolívar;Guayas;Microempresa;32026
2019;Cuenca;Azuay;Microempresa;7513
2019;Girón;Azuay;Microempresa;1721
2019;Balao;Guayas;Microempresa;34503
2019;Milagro;Guayas;Microempresa;67410
2019;Cuenca;Azuay;Microempresa;447582
2019;Girón;Azuay;Microempresa;39440
2019;Gualaceo;Azuay;Microempresa;64747
2019;Cuenca;Azuay;Microempresa;513590
2019;Cuenca;Azuay;Microempresa;52276
2019;Durán;Guayas;Microempresa;55450
2019;Durán;Guayas;Microempresa;1
2019;Guayaquil;Guayas;Microempresa;4280558
2019;Guayaquil;Guayas;Microempresa;146513
2019;Guayaquil;Guayas;Microempresa;107718
2019;Guayaquil;Guayas;Microempresa;483985
2019;Guayaquil;Guayas;Microempresa;27500
2019;Samborondón;Guayas;Microempresa;319946
2019;Cuenca;Azuay;Microempresa;40430
2019;Guayaquil;Guayas;Microempresa;30270
2019;El Empalme;Guayas;Microempresa;7519
2019;Guayaquil;Guayas;Microempresa;3658
2019;Guayaquil;Guayas;Microempresa;23824
2019;Loreto;Orellana;Pequeña empresa;106423
2019;Orellana;Orellana;Pequeña empresa;154968
2019;Orellana;Orellana;Pequeña empresa;1085797
2019;La Joya de los Sachas;Orellana;Pequeña empresa;722182
2019;Orellana;Orellana;Pequeña empresa;146628
2019;Latacunga;Cotopaxi;Pequeña empresa;1159170
2019;Isabela;Galápagos;Pequeña empresa;1454980
2019;San Cristóbal;Galápagos;Pequeña empresa;1002793
2019;Santa Cruz;Galápagos;Pequeña empresa;3581322
2019;Santa Cruz;Galápagos;Pequeña empresa;1393659
2019;Azogues;Cañar;Pequeña empresa;274043
2019;Yantzaza (Yanzatza);Zamora Chinchipe;Pequeña empresa;140356
2019;Chone;Manabí;Pequeña empresa;446364
2019;El Carmen;Manabí;Pequeña empresa;235606
2019;Manta;Manabí;Pequeña empresa;3041496
2019;Manta;Manabí;Pequeña empresa;516007
2019;Manta;Manabí;Pequeña empresa;117548
2019;Montecristi;Manabí;Pequeña empresa;228303
2019;Paján;Manabí;Pequeña empresa;320105
2019;Pedernales;Manabí;Pequeña empresa;485325
2019;Pedernales;Manabí;Pequeña empresa;395665
2019;Portoviejo;Manabí;Pequeña empresa;3244964
2019;Portoviejo;Manabí;Pequeña empresa;111107
2019;Sucre;Manabí;Pequeña empresa;107603
2019;Ambato;Tungurahua;Microempresa;39739
2019;Patate;Tungurahua;Microempresa;36884
2019;Patate;Tungurahua;Microempresa;57166
2019;San Pedro de Pelileo;Tungurahua;Microempresa;25
2019;San Pedro de Pelileo;Tungurahua;Microempresa;68413
2019;Cayambe;Pichincha;Pequeña empresa;272197
2019;Mejía;Pichincha;Pequeña empresa;304196
2019;Pedro Moncayo;Pichincha;Pequeña empresa;849473
2019;Rumiñahui;Pichincha;Pequeña empresa;139438
2019;Ambato;Tungurahua;Pequeña empresa;124491
2019;Buena Fé;Los Ríos;Pequeña empresa;157996
2019;Urdaneta;Los Ríos;Pequeña empresa;176692
2019;Ventanas;Los Ríos;Pequeña empresa;103064
2019;Quito;Pichincha;Pequeña empresa;238266
2019;Cayambe;Pichincha;Pequeña empresa;240364
2019;Ambato;Tungurahua;Pequeña empresa;167315
2019;Baños de Agua Santa;Tungurahua;Pequeña empresa;157741
2019;Babahoyo;Los Ríos;Pequeña empresa;105282
2019;Quevedo;Los Ríos;Pequeña empresa;362180
2019;Quito;Pichincha;Pequeña empresa;244199
2019;Quito;Pichincha;Pequeña empresa;127386
2019;Quito;Pichincha;Pequeña empresa;240968
2019;Quito;Pichincha;Grande empresa;66237068
2019;Quito;Pichincha;Grande empresa;549544513
2019;Quito;Pichincha;Grande empresa;54414283
2019;Quito;Pichincha;Grande empresa;41490945
2019;Lago Agrio;Sucumbíos;"Mediana empresa ""A""";1470061
2019;Ambato;Tungurahua;"Mediana empresa ""A""";1887701
2019;Quito;Pichincha;"Mediana empresa ""A""";1974934
2019;Ambato;Tungurahua;"Mediana empresa ""B""";2153929
2019;Quito;Pichincha;"Mediana empresa ""B""";10536380
2019;Quito;Pichincha;"Mediana empresa ""B""";14058564
2019;Isabela;Galápagos;Microempresa;81194
2019;Cuenca;Azuay;Microempresa;124295
2019;Guaranda;Bolívar;Microempresa;45233
2019;San Miguel;Bolívar;Microempresa;21536
2019;Cuenca;Azuay;Microempresa;12844
2019;Cuenca;Azuay;Microempresa;96243
2019;Riobamba;Chimborazo;Pequeña empresa;427600
2019;Pastaza;Pastaza;Microempresa;630
2019;El Carmen;Manabí;Microempresa;4509
2019;Jama;Manabí;Microempresa;19347
2019;Manta;Manabí;Microempresa;1385
2019;Puerto López;Manabí;Microempresa;9445
2019;Sucre;Manabí;Microempresa;853
2019;Manta;Manabí;Microempresa;2251
2019;Portoviejo;Manabí;Microempresa;143
2019;Portoviejo;Manabí;Microempresa;10872
2019;Puerto López;Manabí;Microempresa;1518
2019;Playas;Guayas;Microempresa;14318
2019;Santa Elena;Santa Elena;Microempresa;90
2019;Salinas;Santa Elena;Microempresa;65213
2019;Guayaquil;Guayas;Microempresa;143166
2019;Pastaza;Pastaza;Microempresa;6382
2019;Manta;Manabí;Microempresa;83670
2019;Naranjal;Guayas;Microempresa;19214
2019;Santa Elena;Santa Elena;Microempresa;2070
2019;Guayaquil;Guayas;Microempresa;267
2019;El Carmen;Manabí;Microempresa;80771
2019;Paján;Manabí;Microempresa;87720
2019;Pichincha;Manabí;Microempresa;23264
2019;Portoviejo;Manabí;Microempresa;43387
2019;Santa Ana;Manabí;Microempresa;95420
2019;Sucre;Manabí;Microempresa;20
2019;La Libertad;Santa Elena;Microempresa;7906
2019;Salinas;Santa Elena;Microempresa;200
2019;Santa Elena;Santa Elena;Microempresa;72887
2019;Pastaza;Pastaza;Microempresa;71488
2019;Chone;Manabí;Microempresa;94819
2019;Manta;Manabí;Microempresa;329913
2019;Montecristi;Manabí;Microempresa;30810
2019;Pedernales;Manabí;Microempresa;91671
2019;Puerto López;Manabí;Microempresa;48497
2019;San Vicente;Manabí;Microempresa;34697
2019;Sucre;Manabí;Microempresa;101159
2019;Jipijapa;Manabí;Microempresa;9285
2019;Manta;Manabí;Microempresa;218713
2019;Manta;Manabí;Microempresa;3136
2019;Manta;Manabí;Microempresa;49156
2019;Portoviejo;Manabí;Microempresa;50091
2019;Milagro;Guayas;Microempresa;39004
2019;Playas;Guayas;Microempresa;61707
2019;La Libertad;Santa Elena;Microempresa;41095
2019;Salinas;Santa Elena;Microempresa;56496
2019;Santa Elena;Santa Elena;Microempresa;110616
2019;Santa Elena;Santa Elena;Microempresa;7164
2019;Guayaquil;Guayas;Microempresa;1679280
2019;Guayaquil;Guayas;Microempresa;66192
2019;Guayaquil;Guayas;Microempresa;57743
2019;Montecristi;Manabí;Microempresa;71213
2019;Portoviejo;Manabí;Microempresa;58210
2019;Manta;Manabí;Microempresa;94223
2019;Portoviejo;Manabí;Microempresa;3244
2019;Manta;Manabí;Pequeña empresa;126159
2019;Guayaquil;Guayas;Pequeña empresa;420000
2019;Pastaza;Pastaza;Pequeña empresa;260081
2019;Jipijapa;Manabí;Pequeña empresa;108888
2019;Jipijapa;Manabí;Pequeña empresa;816286
2019;Manta;Manabí;Pequeña empresa;2640554
2019;Montecristi;Manabí;Pequeña empresa;299303
2019;Pedernales;Manabí;Pequeña empresa;219161
2019;Portoviejo;Manabí;Pequeña empresa;855072
2019;Puerto López;Manabí;Pequeña empresa;358304
2019;San Vicente;Manabí;Pequeña empresa;127661
2019;Sucre;Manabí;Pequeña empresa;910974
2019;Chone;Manabí;Pequeña empresa;177740
2019;Manta;Manabí;Pequeña empresa;2458569
2019;Manta;Manabí;Pequeña empresa;799547
2019;Manta;Manabí;Pequeña empresa;568217
2019;Montecristi;Manabí;Pequeña empresa;285933
2019;Portoviejo;Manabí;Pequeña empresa;118862
2019;Portoviejo;Manabí;Pequeña empresa;347129
2019;Daule;Guayas;Pequeña empresa;121358
2019;El Triunfo;Guayas;Pequeña empresa;200038
2019;Milagro;Guayas;Pequeña empresa;347260
2019;Playas;Guayas;Pequeña empresa;1056929
2019;Salinas;Santa Elena;Pequeña empresa;382945
2019;Santa Elena;Santa Elena;Pequeña empresa;1631936
2019;La Libertad;Santa Elena;Pequeña empresa;108879
2019;Santa Elena;Santa Elena;Pequeña empresa;240000
2019;Durán;Guayas;Pequeña empresa;583685
2019;Guayaquil;Guayas;Pequeña empresa;19182066
2019;Samborondón;Guayas;Pequeña empresa;145539
2019;Pastaza;Pastaza;Pequeña empresa;361215
2019;Manta;Manabí;Pequeña empresa;226928
2019;Santiago de Píllaro;Tungurahua;Microempresa;40008
2019;Portoviejo;Manabí;Microempresa;5
2019;Quevedo;Los Ríos;Microempresa;11284
2019;Machala;El Oro;Microempresa;5
2019;Quito;Pichincha;Microempresa;273
2019;Ibarra;Imbabura;Microempresa;30008
2019;Rumiñahui;Pichincha;Microempresa;37543
2019;Pedro Moncayo;Pichincha;Microempresa;99381
2019;Ambato;Tungurahua;Microempresa;97071
2019;Manta;Manabí;Microempresa;40054
2019;Santa Rosa;El Oro;Microempresa;84375
2019;Quito;Pichincha;Microempresa;83668
2019;Quito;Pichincha;Microempresa;243217
2019;Portoviejo;Manabí;Pequeña empresa;104871
2019;Portoviejo;Manabí;Pequeña empresa;172123
2019;Guayaquil;Guayas;Pequeña empresa;340857
2019;Riobamba;Chimborazo;"Mediana empresa ""A""";1340374
2019;Quito;Pichincha;Pequeña empresa;352660
2019;Quito;Pichincha;Pequeña empresa;98545634
2019;Quito;Pichincha;Pequeña empresa;244117
2019;Quito;Pichincha;Pequeña empresa;4996697
2019;Quito;Pichincha;Pequeña empresa;310208
2019;Quito;Pichincha;Pequeña empresa;2011799
2019;Quito;Pichincha;Pequeña empresa;346572
2019;Quito;Pichincha;Pequeña empresa;8431872
2019;Cuenca;Azuay;Pequeña empresa;131317
2019;Quito;Pichincha;Pequeña empresa;155804
2019;Quito;Pichincha;Pequeña empresa;405232
2019;Quito;Pichincha;Pequeña empresa;176836
2019;Lago Agrio;Sucumbíos;Pequeña empresa;293343
2019;Putumayo;Sucumbíos;Pequeña empresa;105925
2019;Cuenca;Azuay;Pequeña empresa;388226
2019;Quito;Pichincha;Pequeña empresa;244444
2019;Quito;Pichincha;Pequeña empresa;263484
2019;Quito;Pichincha;Pequeña empresa;1103411
2019;Orellana;Orellana;Pequeña empresa;677996
2019;Tulcán;Carchi;Microempresa;26390
2019;Tulcán;Carchi;Microempresa;44559
2019;La Maná;Cotopaxi;Microempresa;25420
2019;Latacunga;Cotopaxi;Microempresa;33380
2019;Latacunga;Cotopaxi;Microempresa;317076
2019;Salcedo;Cotopaxi;Microempresa;94672
2019;Latacunga;Cotopaxi;Microempresa;173459
2019;Salcedo;Cotopaxi;Microempresa;89503
2019;Guaranda;Bolívar;Microempresa;37788
2019;Camilo Ponce Enríquez;Azuay;Microempresa;53614
2019;Cuenca;Azuay;Microempresa;424654
2019;Girón;Azuay;Microempresa;62095
2019;Cuenca;Azuay;Microempresa;840880
2019;Cuenca;Azuay;Microempresa;91864
2019;Cuenca;Azuay;Microempresa;48918
2019;Gualaceo;Azuay;Microempresa;38237
2019;La Troncal;Cañar;Microempresa;126298
2019;Azogues;Cañar;Microempresa;60797
2019;Guayaquil;Guayas;Microempresa;1206638
2019;Guayaquil;Guayas;Microempresa;58098
2019;Guayaquil;Guayas;Microempresa;420389
2019;Samborondón;Guayas;Microempresa;87254
2019;Tulcán;Carchi;Pequeña empresa;1350891
2019;Tulcán;Carchi;Pequeña empresa;1031548
2019;Cumandá;Chimborazo;Pequeña empresa;104523
2019;Riobamba;Chimborazo;Pequeña empresa;760776
2019;Chambo;Chimborazo;Pequeña empresa;186701
2019;Riobamba;Chimborazo;Pequeña empresa;4328467
2019;Riobamba;Chimborazo;Pequeña empresa;492655
2019;La Maná;Cotopaxi;Pequeña empresa;724815
2019;Latacunga;Cotopaxi;Pequeña empresa;172659
2019;Pangua;Cotopaxi;Pequeña empresa;340000
2019;Pujilí;Cotopaxi;Pequeña empresa;135546
2019;Latacunga;Cotopaxi;Pequeña empresa;193803
2019;Latacunga;Cotopaxi;Pequeña empresa;2951236
2019;Latacunga;Cotopaxi;Pequeña empresa;109059
2019;Pangua;Cotopaxi;Pequeña empresa;222639
2019;Pujilí;Cotopaxi;Pequeña empresa;165352
2019;Guaranda;Bolívar;Pequeña empresa;299692
2019;Daule;Guayas;Pequeña empresa;624004
2019;Daule;Guayas;Pequeña empresa;860240
2019;Daule;Guayas;Pequeña empresa;551377
2019;El Triunfo;Guayas;Pequeña empresa;534583
2019;Milagro;Guayas;Pequeña empresa;1764481
2019;Naranjal;Guayas;Pequeña empresa;299157
2019;Playas;Guayas;Pequeña empresa;215474
2019;Durán;Guayas;Pequeña empresa;1004227
2019;Durán;Guayas;Pequeña empresa;492291
2019;Durán;Guayas;Pequeña empresa;128848
2019;Guayaquil;Guayas;Pequeña empresa;33335403
2019;Guayaquil;Guayas;Pequeña empresa;746546
2019;Guayaquil;Guayas;Pequeña empresa;941632
2019;Guayaquil;Guayas;Pequeña empresa;1162778
2019;Samborondón;Guayas;Pequeña empresa;3907464
2019;Samborondón;Guayas;Pequeña empresa;113528
2019;Montúfar;Carchi;"Mediana empresa ""A""";1014248
2019;Alausí;Chimborazo;"Mediana empresa ""A""";1429188
2019;Salcedo;Cotopaxi;"Mediana empresa ""A""";2745249
2019;Latacunga;Cotopaxi;"Mediana empresa ""A""";1245782
2019;Cuenca;Azuay;"Mediana empresa ""A""";3673511
2019;Cuenca;Azuay;"Mediana empresa ""A""";6257966
2019;Durán;Guayas;"Mediana empresa ""A""";1122151
2019;Guayaquil;Guayas;"Mediana empresa ""A""";6264012
2019;Guayaquil;Guayas;"Mediana empresa ""A""";2443888
2019;Samborondón;Guayas;"Mediana empresa ""A""";1283904
2019;Yantzaza (Yanzatza);Zamora Chinchipe;Pequeña empresa;492725
2019;Zamora;Zamora Chinchipe;Pequeña empresa;197447
2019;El pangui;Zamora Chinchipe;Pequeña empresa;462819
2019;Quito;Pichincha;Pequeña empresa;8247708
2019;Quito;Pichincha;Pequeña empresa;401231
2019;Quito;Pichincha;Pequeña empresa;277250
2019;Quito;Pichincha;Pequeña empresa;71989151
2019;Quito;Pichincha;Pequeña empresa;132350
2019;Quito;Pichincha;Pequeña empresa;3479909
2019;Quito;Pichincha;Pequeña empresa;111425
2019;Quito;Pichincha;Pequeña empresa;978407
2019;Quito;Pichincha;Pequeña empresa;630798
2019;Quito;Pichincha;Pequeña empresa;3436326
2019;Durán;Guayas;Pequeña empresa;346584
2019;Guayaquil;Guayas;Pequeña empresa;2228345
2019;Samborondón;Guayas;Pequeña empresa;993681
2019;Guayaquil;Guayas;Pequeña empresa;592821
2019;Guayaquil;Guayas;Pequeña empresa;140303
2019;Guayaquil;Guayas;Pequeña empresa;53604584
2019;Guayaquil;Guayas;Pequeña empresa;429380
2019;Guayaquil;Guayas;Pequeña empresa;839957
2019;Guayaquil;Guayas;Pequeña empresa;773480
2019;Guayaquil;Guayas;Pequeña empresa;4518908
2019;Guayaquil;Guayas;Pequeña empresa;298257
2019;Guayaquil;Guayas;Pequeña empresa;3252544
2019;Samborondón;Guayas;Pequeña empresa;11186171
2019;Samborondón;Guayas;Pequeña empresa;1182324
2019;Samborondón;Guayas;Pequeña empresa;1662464
2019;Guayaquil;Guayas;Pequeña empresa;314023
2019;Guayaquil;Guayas;Pequeña empresa;108168
2019;Quito;Pichincha;Microempresa;87057
2019;Yantzaza (Yanzatza);Zamora Chinchipe;Grande empresa;11715600
2019;Ambato;Tungurahua;"Mediana empresa ""A""";1179307
2019;Baños de Agua Santa;Tungurahua;"Mediana empresa ""A""";2087587
2019;Ambato;Tungurahua;"Mediana empresa ""A""";2951216
2019;Ambato;Tungurahua;"Mediana empresa ""A""";1603462
2019;Shushufindi;Sucumbíos;"Mediana empresa ""B""";3186890
2019;Mejía;Pichincha;"Mediana empresa ""B""";3231038
2019;Quito;Pichincha;"Mediana empresa ""B""";31777857
2019;Quito;Pichincha;"Mediana empresa ""B""";65017510
2019;Quito;Pichincha;"Mediana empresa ""B""";2754988
2019;Quito;Pichincha;"Mediana empresa ""B""";2917254
2019;Quito;Pichincha;"Mediana empresa ""B""";2036019
2019;Chambo;Chimborazo;Microempresa;339
2019;Riobamba;Chimborazo;Microempresa;2679
2019;Riobamba;Chimborazo;Microempresa;2112
2019;Riobamba;Chimborazo;Microempresa;71752
2019;Colta;Chimborazo;Microempresa;734
2019;Latacunga;Cotopaxi;Microempresa;18
2019;Latacunga;Cotopaxi;Microempresa;62
2019;Saquisilí;Cotopaxi;Microempresa;28982
2019;Lago Agrio;Sucumbíos;Microempresa;123272
2019;Shushufindi;Sucumbíos;Microempresa;10348
2019;Alausí;Chimborazo;Microempresa;53010
2019;Riobamba;Chimborazo;Microempresa;22933
2019;Riobamba;Chimborazo;Microempresa;362136
2019;Ambato;Tungurahua;Microempresa;69827
2019;Ambato;Tungurahua;Microempresa;252939
2019;Santiago de Píllaro;Tungurahua;Microempresa;11239
2019;Isabela;Galápagos;Microempresa;153392
2019;San Cristóbal;Galápagos;Microempresa;90831
2019;Santa Cruz;Galápagos;Microempresa;211323
2019;Santa Cruz;Galápagos;Microempresa;177590
2019;Yantzaza (Yanzatza);Zamora Chinchipe;Microempresa;84419
2019;Lago Agrio;Sucumbíos;Microempresa;13626
2019;Lago Agrio;Sucumbíos;Microempresa;60749
2019;Alfredo Baquerizo Moreno (Juján);Guayas;Pequeña empresa;475242
2019;Daule;Guayas;Pequeña empresa;305632
2019;Naranjal;Guayas;Pequeña empresa;104445
2019;Guayaquil;Guayas;Pequeña empresa;2260789
2019;Guayaquil;Guayas;Pequeña empresa;191146
2019;Guayaquil;Guayas;Pequeña empresa;600055
2019;Samborondón;Guayas;Pequeña empresa;114276
2019;Guayaquil;Guayas;"Mediana empresa ""B""";2166082
2019;Valencia;Los Ríos;Microempresa;41746
2019;Vinces;Los Ríos;Microempresa;5696
2019;Quevedo;Los Ríos;Microempresa;27867
2019;El Guabo;El Oro;Microempresa;92576
2019;Machala;El Oro;Microempresa;106637
2019;Pasaje;El Oro;Microempresa;43340
2019;Machala;El Oro;Microempresa;59779
2019;Machala;El Oro;Microempresa;184262
2019;Machala;El Oro;Microempresa;8330
2019;Quito;Pichincha;Microempresa;1761302
2019;Quito;Pichincha;Microempresa;4581479
2019;Quito;Pichincha;Microempresa;490476
2019;Quito;Pichincha;Microempresa;43412
2019;Quito;Pichincha;Microempresa;384837
2019;Montalvo;Los Ríos;Microempresa;55179
2019;Machala;El Oro;Microempresa;36643
2019;Quito;Pichincha;Microempresa;118726
2019;Quito;Pichincha;Microempresa;8000
2019;Quito;Pichincha;Microempresa;61180
2019;Tulcán;Carchi;Pequeña empresa;213411
2019;Tulcán;Carchi;Pequeña empresa;342794
2019;Machala;El Oro;Pequeña empresa;3744631
2019;Machala;El Oro;Pequeña empresa;557067
2019;Montúfar;Carchi;Pequeña empresa;180871
2019;Lago Agrio;Sucumbíos;Microempresa;67741
2019;Putumayo;Sucumbíos;Microempresa;2545
2019;Santa Cruz;Galápagos;Microempresa;67465
2019;Buena Fé;Los Ríos;Microempresa;70669
2019;Quevedo;Los Ríos;Microempresa;60872
2019;El pangui;Zamora Chinchipe;Microempresa;22904
2019;Quito;Pichincha;Microempresa;136138
2019;Quito;Pichincha;Microempresa;120
2019;Quito;Pichincha;Microempresa;274805
2019;Quito;Pichincha;Microempresa;3402
2019;Quito;Pichincha;Microempresa;14621
2019;Quito;Pichincha;Microempresa;97444
2019;Cuyabeno;Sucumbíos;Microempresa;44672
2019;Gonzalo Pizarro;Sucumbíos;Microempresa;57188
2019;Lago Agrio;Sucumbíos;Microempresa;28572
2019;Shushufindi;Sucumbíos;Microempresa;93619
2019;Lago Agrio;Sucumbíos;Microempresa;3170
2019;Mejía;Pichincha;Microempresa;45610
2019;Rumiñahui;Pichincha;Microempresa;68817
2019;Cayambe;Pichincha;Microempresa;148105
2019;Cayambe;Pichincha;Microempresa;93916
2019;Cayambe;Pichincha;Microempresa;5790
2019;Mejía;Pichincha;Microempresa;43562
2019;Rumiñahui;Pichincha;Microempresa;55400
2019;Ambato;Tungurahua;Microempresa;447278
2019;Baños de Agua Santa;Tungurahua;Microempresa;106386
2019;Ambato;Tungurahua;Microempresa;240579
2019;Ambato;Tungurahua;Microempresa;11435
2019;Baños de Agua Santa;Tungurahua;Microempresa;49139
2019;Patate;Tungurahua;Microempresa;97082
